0.375,0.0,0.0,1.0,0.0,0.8353423914104244,1.0
0.125,0.125,0.0,1.0,0.0,0.3372261973790022,1.0
0.125,0.0,0.0,1.0,0.4,0.8973467870816714,1.0
0.25,0.125,1.0,0.0,0.0,0.7925557060789747,0.0
0.0,0.0,0.0,1.0,0.0,0.6044716359322571,0.0
0.125,0.125,0.0,1.0,0.0,0.5833054849228712,0.0
0.125,0.0,1.0,0.0,0.0,0.9033534448888036,1.0
0.0,0.125,1.0,0.0,0.0,0.5344908771065097,0.0
0.125,0.125,1.0,0.0,0.0,0.7162562210501103,1.0
0.125,0.0,0.0,1.0,0.0,0.7925557060789747,1.0
0.125,0.0,0.0,1.0,0.0,0.6891997754414122,1.0
0.25,0.0,0.0,1.0,0.0,0.7406022510826104,1.0
0.125,0.0,0.0,1.0,0.0,0.8017363156597642,1.0
0.125,0.0,0.0,1.0,0.0,0.6587529295664228,0.0
0.0,0.125,0.0,1.0,0.0,0.7730847346217582,0.0
0.125,0.0,1.0,0.0,0.0,0.7830149820263363,1.0
0.125,0.125,0.0,1.0,0.0,0.3915074910131682,0.0
0.5,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.0,0.0,0.0,1.0,0.2,0.6587529295664228,1.0
0.0,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.0,0.25,0.0,1.0,0.0,0.47335681252935535,0.0
0.125,0.125,1.0,0.0,0.2,0.8273660282559241,0.0
0.125,0.125,0.0,1.0,0.0,0.8105830099083577,1.0
0.25,0.0,0.0,1.0,0.0,0.7406022510826104,1.0
0.0,0.0,0.0,1.0,0.0,0.7031039757960106,0.0
0.0,0.125,0.0,1.0,0.4,0.7406022510826104,1.0
0.0,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.25,0.375,0.0,1.0,0.0,0.8273660282559241,0.0
0.0,0.125,0.0,1.0,0.0,0.6587529295664228,0.0
0.125,0.0,0.0,1.0,0.0,0.7162562210501103,1.0
0.125,0.125,1.0,0.0,0.0,0.7627317985247138,0.0
0.125,0.25,0.0,1.0,0.0,0.7406022510826104,0.0
0.375,0.0,0.0,1.0,0.0,0.7162562210501103,0.0
0.125,0.0,0.0,1.0,0.2,0.8783820744571477,0.0
0.0,0.0,0.0,1.0,0.0,0.5601205897026693,0.0
0.0,0.125,0.0,1.0,0.0,0.8505509234761258,0.0
0.25,0.0,0.0,1.0,0.0,0.7162562210501103,1.0
0.0,0.125,0.0,1.0,0.0,0.6587529295664228,0.0
0.125,0.125,0.0,1.0,0.0,0.6239426073894736,1.0
0.0,0.125,0.0,1.0,0.0,0.8505509234761258,1.0
0.0,0.125,0.0,1.0,0.0,0.7406022510826104,1.0
0.125,0.25,0.0,1.0,0.2,0.7162562210501103,0.0
0.125,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.25,0.125,1.0,0.0,0.2,0.7627317985247138,1.0
0.125,0.0,0.0,1.0,0.2,0.7627317985247138,1.0
0.0,0.125,0.0,1.0,0.0,0.43585853724275586,1.0
0.0,0.0,0.0,1.0,0.0,0.5833054849228712,1.0
0.0,0.25,0.0,1.0,0.0,0.6239426073894736,0.0
0.25,0.0,1.0,0.0,0.0,0.8717170744855117,0.0
0.625,0.25,0.0,1.0,0.0,0.8973467870816714,1.0
0.125,0.125,0.0,1.0,0.0,0.7519185836123724,1.0
0.125,0.25,0.0,1.0,0.0,0.8848693197396115,1.0
0.375,0.125,0.0,1.0,0.0,0.7519185836123724,1.0
0.25,0.0,1.0,0.0,0.0,0.7031039757960106,0.0
0.0,0.25,0.0,1.0,0.0,0.8273660282559241,0.0
0.125,0.0,1.0,0.0,0.0,0.6419699112188566,1.0
0.0,0.25,0.0,1.0,0.0,0.8430654934475056,0.0
0.0,0.125,1.0,0.0,0.0,0.6744523947580044,0.0
0.125,0.375,0.0,1.0,0.2,0.8717170744855117,0.0
0.0,0.125,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.125,0.0,1.0,0.0,0.7730847346217582,0.0
0.125,0.25,1.0,0.0,0.0,0.8430654934475056,0.0
0.0,0.25,0.0,1.0,0.0,0.7627317985247138,0.0
0.125,0.125,0.0,1.0,0.0,0.7287336883921705,1.0
0.125,0.25,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.375,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.0,0.0,1.0,0.0,0.7519185836123724,0.0
0.125,0.0,0.0,1.0,0.0,0.6891997754414122,1.0
0.125,0.0,0.0,1.0,0.0,0.47335681252935535,0.0
0.0,0.375,0.0,1.0,0.0,0.7031039757960106,0.0
0.0,0.125,0.0,1.0,0.0,0.6587529295664228,0.0
0.25,0.125,0.0,1.0,1.0,0.9416978333112593,1.0
0.125,0.0,0.0,1.0,0.0,0.47335681252935535,1.0
0.0,0.0,0.0,1.0,0.0,0.6044716359322571,1.0
0.0,0.125,0.0,1.0,0.4,0.5058392960685034,0.0
0.25,0.125,0.0,1.0,0.0,0.6587529295664228,1.0
0.375,0.0,1.0,0.0,0.0,0.7730847346217582,1.0
0.125,0.25,0.0,1.0,0.0,0.7519185836123724,1.0
0.125,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.125,0.125,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.5,1.0,0.0,0.0,0.7830149820263363,0.0
0.375,0.375,1.0,0.0,0.0,0.7627317985247138,0.0
0.125,0.0,0.0,1.0,0.0,0.8105830099083577,1.0
0.0,0.125,0.0,1.0,0.0,0.7287336883921705,0.0
0.375,0.25,1.0,0.0,0.0,0.8578128741309132,0.0
0.125,0.375,0.0,1.0,0.0,0.8717170744855117,1.0
0.125,0.25,1.0,0.0,0.2,0.7287336883921705,0.0
0.0,0.25,0.0,1.0,0.0,0.3915074910131682,0.0
0.125,0.125,0.0,1.0,0.0,0.6891997754414122,0.0
0.125,0.0,0.0,1.0,0.0,0.7627317985247138,1.0
0.25,0.25,0.0,1.0,0.0,0.7162562210501103,0.0
0.125,0.0,0.0,1.0,0.0,0.7287336883921705,1.0
0.375,0.25,0.0,1.0,0.0,0.8783820744571477,0.0
0.125,0.125,0.0,1.0,0.0,0.8783820744571477,1.0
0.0,0.375,0.0,1.0,0.0,0.6239426073894736,0.0
0.25,0.0,0.0,1.0,0.0,0.5601205897026693,1.0
0.625,0.125,1.0,0.0,0.0,0.8783820744571477,1.0
0.125,0.125,0.0,1.0,0.0,0.8017363156597642,0.0
0.0,0.0,0.0,1.0,0.2,0.7519185836123724,0.0
0.25,0.25,0.0,1.0,0.2,0.8505509234761258,0.0
0.25,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.125,0.0,0.0,1.0,0.0,0.7162562210501103,1.0
0.0,0.0,0.0,1.0,0.0,0.7730847346217582,1.0
0.125,0.0,0.0,1.0,0.0,0.5344908771065097,1.0
0.0,0.375,0.0,1.0,0.4,0.8273660282559241,0.0
0.125,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.125,0.125,1.0,0.0,0.0,0.8017363156597642,0.0
0.5,0.0,1.0,0.0,0.2,0.8717170744855117,1.0
0.25,0.0,0.0,1.0,0.0,0.819119228963166,1.0
0.0,0.0,0.0,1.0,0.2,0.6744523947580044,0.0
0.0,0.0,0.0,1.0,0.0,0.5058392960685034,1.0
0.125,0.125,0.0,1.0,0.0,0.7406022510826104,0.0
0.0,0.125,0.0,1.0,0.0,0.5601205897026693,0.0
0.0,0.625,0.0,1.0,0.0,0.6239426073894736,0.0
0.125,0.25,0.0,1.0,0.0,0.8848693197396115,0.0
0.125,0.125,0.0,1.0,0.2,0.7730847346217582,0.0
0.0,0.0,0.0,1.0,0.0,0.7730847346217582,1.0
0.5,0.125,0.0,1.0,0.0,0.931344897214215,1.0
0.375,0.125,0.0,1.0,0.0,0.7287336883921705,1.0
0.25,0.5,1.0,0.0,0.0,0.7627317985247138,0.0
0.125,0.25,0.0,1.0,0.0,0.7031039757960106,0.0
0.125,0.0,0.0,1.0,0.0,0.26724543855325483,1.0
0.0,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.125,0.125,1.0,0.0,0.0,0.8273660282559241,1.0
0.0,0.0,1.0,0.0,0.0,0.6239426073894736,0.0
0.375,0.0,0.0,1.0,0.0,0.8273660282559241,1.0
0.0,0.375,0.0,1.0,0.0,0.7162562210501103,0.0
0.0,0.125,0.0,1.0,0.0,0.8505509234761258,0.0
0.125,0.0,0.0,1.0,0.0,0.6419699112188566,1.0
0.25,0.0,0.0,1.0,0.2,0.9416978333112593,1.0
0.125,0.0,0.0,1.0,0.0,0.6044716359322571,1.0
0.25,0.125,0.0,1.0,0.8,0.9205316823018734,0.0
0.25,0.0,0.0,1.0,0.0,0.6419699112188566,1.0
0.0,0.0,0.0,1.0,0.2,0.8505509234761258,1.0
0.125,0.125,0.0,1.0,0.0,0.6239426073894736,1.0
0.375,0.0,1.0,0.0,0.0,0.7627317985247138,0.0
0.25,0.0,0.0,1.0,0.2,0.6744523947580044,1.0
0.0,0.125,1.0,0.0,0.6000000000000001,0.8973467870816714,1.0
0.375,0.125,0.0,1.0,0.0,0.8430654934475056,1.0
0.0,0.0,0.0,1.0,0.0,0.3915074910131682,1.0
0.125,0.0,0.0,1.0,0.0,0.7830149820263363,1.0
0.0,0.125,1.0,0.0,0.0,0.7830149820263363,0.0
0.125,0.0,0.0,1.0,0.0,0.7287336883921705,1.0
0.0,0.0,1.0,0.0,0.0,0.8017363156597642,1.0
0.375,0.25,0.0,1.0,0.0,0.8017363156597642,1.0
0.0,0.125,0.0,1.0,0.2,0.7031039757960106,1.0
0.0,0.0,0.0,1.0,0.0,0.47335681252935535,0.0
0.125,0.0,0.0,1.0,0.8,0.7031039757960106,0.0
0.25,0.375,0.0,1.0,0.0,0.8105830099083577,1.0
0.125,0.125,1.0,0.0,0.2,0.7830149820263363,1.0
0.0,0.125,0.0,1.0,0.4,0.7925557060789747,0.0
0.25,0.0,0.0,1.0,0.0,0.7406022510826104,1.0
0.0,0.125,1.0,0.0,0.0,0.8717170744855117,1.0
0.375,0.0,0.0,1.0,0.0,0.7519185836123724,1.0
0.0,0.375,1.0,0.0,0.0,0.8017363156597642,0.0
0.125,0.0,0.0,1.0,0.4,0.7287336883921705,1.0
0.125,0.25,0.0,1.0,0.0,0.7519185836123724,0.0
0.0,0.0,1.0,0.0,0.0,0.7406022510826104,0.0
0.0,0.0,0.0,1.0,0.6000000000000001,0.7287336883921705,0.0
0.125,0.0,0.0,1.0,0.2,0.7031039757960106,1.0
0.0,0.125,0.0,1.0,0.0,0.43585853724275586,0.0
0.125,0.125,0.0,1.0,0.0,0.8848693197396115,0.0
0.125,0.5,0.0,1.0,0.0,0.7031039757960106,1.0
0.0,0.25,1.0,0.0,0.0,0.9033534448888036,0.0
0.375,0.0,0.0,1.0,0.0,0.819119228963166,1.0
0.0,0.125,0.0,1.0,0.0,0.5601205897026693,1.0
0.125,0.0,0.0,1.0,0.0,0.6419699112188566,1.0
0.0,0.25,0.0,1.0,0.0,0.819119228963166,0.0
0.0,0.0,0.0,1.0,0.0,0.7730847346217582,0.0
0.0,0.125,0.0,1.0,0.0,0.6587529295664228,0.0
0.0,0.25,0.0,1.0,0.0,0.6239426073894736,1.0
0.5,0.0,0.0,1.0,0.2,0.5601205897026693,1.0
0.125,0.0,0.0,1.0,0.0,0.5058392960685034,0.0
0.0,0.0,1.0,0.0,0.0,0.7519185836123724,0.0
0.375,0.125,0.0,1.0,0.8,0.931344897214215,1.0
0.125,0.125,1.0,0.0,0.0,0.7925557060789747,1.0
0.25,0.125,0.0,1.0,0.0,0.8105830099083577,1.0
0.0,0.0,0.0,1.0,0.0,0.26724543855325483,0.0
0.0,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.375,0.0,0.0,1.0,0.0,0.7925557060789747,0.0
0.125,0.25,0.0,1.0,0.0,0.7519185836123724,1.0
0.25,0.125,0.0,1.0,0.0,0.9467136250587109,1.0
0.125,0.125,1.0,0.0,0.0,0.7925557060789747,0.0
0.125,0.25,0.0,1.0,0.0,0.8353423914104244,0.0
0.25,0.25,0.0,1.0,0.0,0.7287336883921705,0.0
0.0,0.0,0.0,1.0,0.0,0.6419699112188566,0.0
0.125,0.125,0.0,1.0,0.0,0.7031039757960106,0.0
0.125,0.0,0.0,1.0,0.0,0.6744523947580044,1.0
0.125,0.0,0.0,1.0,0.0,0.7519185836123724,0.0
0.25,0.25,0.0,1.0,0.0,0.9033534448888036,1.0
0.375,0.0,1.0,0.0,0.0,0.819119228963166,1.0
0.0,0.125,0.0,1.0,0.0,0.3915074910131682,1.0
0.0,0.125,0.0,1.0,0.2,0.7925557060789747,1.0
0.25,0.5,0.0,1.0,0.2,0.8783820744571477,1.0
0.0,0.125,1.0,0.0,0.0,0.819119228963166,1.0
0.0,0.25,1.0,0.0,0.0,0.7287336883921705,0.0
0.125,0.0,0.0,1.0,0.0,0.7627317985247138,1.0
0.125,0.0,0.0,1.0,0.0,0.6044716359322571,1.0
0.0,0.0,0.0,1.0,0.0,0.6587529295664228,1.0
0.125,0.125,0.0,1.0,0.0,0.7162562210501103,0.0
0.5,0.125,1.0,0.0,0.4,0.8973467870816714,0.0
0.25,0.0,0.0,1.0,0.0,0.5058392960685034,1.0
0.25,0.0,0.0,1.0,0.0,0.7406022510826104,1.0
0.125,0.125,1.0,0.0,0.0,0.8430654934475056,1.0
0.375,0.0,0.0,1.0,0.0,0.6419699112188566,1.0
0.125,0.25,0.0,1.0,0.0,0.7730847346217582,0.0
0.0,0.0,0.0,1.0,0.0,0.7162562210501103,0.0
0.5,0.0,0.0,1.0,0.0,0.7287336883921705,1.0
0.0,0.375,0.0,1.0,0.0,0.8105830099083577,0.0
0.125,0.125,0.0,1.0,0.0,0.5601205897026693,1.0
0.25,0.25,0.0,1.0,0.0,0.7031039757960106,1.0
0.0,0.25,0.0,1.0,0.0,0.7031039757960106,0.0
0.125,0.0,1.0,0.0,0.0,0.47335681252935535,1.0
0.0,0.125,1.0,0.0,0.0,0.7925557060789747,0.0
0.375,0.125,0.0,1.0,0.0,0.7287336883921705,1.0
0.25,0.0,0.0,1.0,0.0,0.7627317985247138,0.0
0.25,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.25,0.0,0.0,1.0,0.0,0.7031039757960106,0.0
0.125,0.0,0.0,1.0,0.0,0.6239426073894736,0.0
0.0,0.0,0.0,1.0,0.4,0.7287336883921705,1.0
0.125,0.125,0.0,1.0,0.0,0.7925557060789747,1.0
0.0,0.0,0.0,1.0,0.2,0.7730847346217582,1.0
0.0,0.125,0.0,1.0,0.0,0.5344908771065097,1.0
0.125,0.125,0.0,1.0,0.2,0.7162562210501103,1.0
0.0,0.125,0.0,1.0,0.2,0.6891997754414122,0.0
0.0,0.125,0.0,1.0,0.6000000000000001,0.7287336883921705,1.0
0.375,0.125,0.0,1.0,0.0,0.7830149820263363,1.0
0.0,0.125,0.0,1.0,0.0,0.7730847346217582,0.0
0.0,0.0,1.0,0.0,0.0,0.8783820744571477,1.0
0.25,0.0,0.0,1.0,0.0,0.8848693197396115,0.0
0.125,0.125,0.0,1.0,0.0,0.6744523947580044,1.0
0.25,0.25,0.0,1.0,0.0,0.7627317985247138,1.0
0.0,0.25,0.0,1.0,0.0,0.6239426073894736,0.0
0.125,0.125,0.0,1.0,0.0,0.7287336883921705,1.0
0.0,0.0,0.0,1.0,0.0,0.5833054849228712,0.0
0.25,0.0,0.0,1.0,0.0,0.6044716359322571,1.0
0.25,0.0,0.0,1.0,0.2,0.8353423914104244,1.0
0.0,0.125,0.0,1.0,0.0,0.6587529295664228,1.0
0.0,0.375,0.0,1.0,0.0,0.6044716359322571,0.0
0.25,0.0,0.0,1.0,0.0,0.8105830099083577,0.0
0.0,0.125,0.0,1.0,0.4,0.6587529295664228,1.0
0.25,0.0,0.0,1.0,0.0,0.47335681252935535,1.0
0.125,0.125,1.0,0.0,0.0,0.8017363156597642,0.0
0.25,0.25,0.0,1.0,0.0,0.9033534448888036,1.0
0.0,0.75,0.0,1.0,0.0,0.8648643035425235,1.0
0.125,0.125,0.0,1.0,0.0,0.5601205897026693,1.0
0.125,0.125,0.0,1.0,0.6000000000000001,0.8353423914104244,0.0
0.125,0.25,1.0,0.0,0.0,0.6239426073894736,1.0
0.25,0.0,0.0,1.0,0.0,0.8717170744855117,1.0
0.0,0.0,0.0,1.0,0.0,0.7287336883921705,1.0
0.125,0.125,1.0,0.0,0.0,0.6744523947580044,0.0
0.25,0.25,0.0,1.0,0.0,0.8273660282559241,0.0
0.0,0.0,0.0,1.0,0.0,0.7162562210501103,0.0
0.125,0.0,0.0,1.0,0.2,0.7925557060789747,1.0
0.0,0.125,0.0,1.0,0.0,0.6044716359322571,0.0
0.25,0.0,0.0,1.0,0.0,0.7519185836123724,1.0
0.25,0.5,0.0,1.0,0.0,0.6587529295664228,0.0
0.25,0.125,0.0,1.0,0.0,0.6744523947580044,0.0
0.25,0.25,0.0,1.0,0.0,0.7406022510826104,0.0
0.25,0.0,1.0,0.0,0.0,0.7406022510826104,0.0
0.125,0.125,0.0,1.0,0.2,0.7730847346217582,0.0
0.125,0.0,1.0,0.0,0.2,0.8105830099083577,0.0
0.125,0.0,0.0,1.0,0.0,0.3372261973790022,0.0
0.25,0.0,0.0,1.0,0.0,0.7406022510826104,1.0
0.25,0.0,0.0,1.0,0.2,0.8273660282559241,0.0
0.125,0.25,1.0,0.0,0.0,0.7925557060789747,0.0
0.25,0.125,0.0,1.0,0.2,0.6891997754414122,1.0
0.125,0.0,0.0,1.0,0.4,0.7287336883921705,1.0
0.125,0.0,0.0,1.0,0.0,0.7519185836123724,1.0
0.125,0.375,0.0,1.0,0.0,0.7031039757960106,1.0
0.125,0.125,0.0,1.0,0.0,0.7406022510826104,0.0
0.125,0.0,0.0,1.0,0.0,0.5601205897026693,1.0
0.0,0.125,0.0,1.0,0.2,0.8505509234761258,0.0
0.125,0.375,1.0,0.0,0.0,0.7519185836123724,0.0
0.0,0.0,0.0,1.0,0.0,0.8017363156597642,1.0
0.125,0.25,0.0,1.0,0.0,0.8578128741309132,1.0
0.25,0.25,1.0,0.0,0.2,0.8848693197396115,1.0
0.125,0.0,0.0,1.0,0.0,0.7730847346217582,0.0
0.125,0.5,0.0,1.0,0.0,0.8505509234761258,0.0
0.25,0.0,0.0,1.0,0.0,0.5601205897026693,0.0
0.25,0.25,0.0,1.0,0.0,0.6419699112188566,1.0
0.0,0.125,0.0,1.0,0.0,0.6419699112188566,0.0
0.125,0.25,0.0,1.0,0.2,0.8105830099083577,1.0
0.0,0.0,1.0,0.0,0.0,0.5833054849228712,0.0
0.25,0.0,0.0,1.0,0.0,0.8273660282559241,1.0
0.375,0.0,0.0,1.0,0.0,0.8017363156597642,1.0
0.125,0.25,0.0,1.0,0.0,0.8505509234761258,1.0
0.25,0.0,1.0,0.0,0.0,0.9033534448888036,0.0
0.25,0.375,0.0,1.0,0.0,0.8578128741309132,1.0
0.375,0.125,0.0,1.0,0.2,0.9149393145999462,1.0
0.25,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.125,0.25,0.0,1.0,0.0,0.8105830099083577,0.0
0.0,0.0,0.0,1.0,0.0,0.5833054849228712,0.0
0.375,0.0,0.0,1.0,0.0,0.6587529295664228,1.0
0.0,0.0,0.0,1.0,0.0,0.5833054849228712,0.0
0.25,0.125,0.0,1.0,0.2,0.7830149820263363,1.0
0.25,0.5,0.0,1.0,0.2,0.8578128741309132,0.0
0.25,0.25,0.0,1.0,0.0,0.8353423914104244,1.0
0.0,0.125,0.0,1.0,0.0,0.3915074910131682,1.0
0.0,0.375,1.0,0.0,0.0,0.7925557060789747,0.0
0.0,0.0,0.0,1.0,0.0,0.8105830099083577,1.0
0.0,0.0,0.0,1.0,0.0,0.5058392960685034,1.0
0.125,0.0,0.0,1.0,0.0,0.6891997754414122,1.0
0.0,0.25,0.0,1.0,0.0,0.7627317985247138,0.0
0.25,0.125,1.0,0.0,0.0,0.8578128741309132,0.0
0.0,0.125,0.0,1.0,0.2,0.8017363156597642,0.0
0.25,0.125,0.0,1.0,0.0,0.6419699112188566,0.0
0.0,0.0,0.0,1.0,0.0,0.3915074910131682,0.0
0.0,0.0,0.0,1.0,0.0,0.47335681252935535,0.0
0.125,0.125,0.0,1.0,0.0,0.47335681252935535,1.0
0.125,0.125,0.0,1.0,0.0,0.5601205897026693,0.0
0.375,0.25,0.0,1.0,0.0,0.7730847346217582,1.0
0.0,0.0,1.0,0.0,0.2,0.6587529295664228,1.0
0.0,0.125,0.0,1.0,0.0,0.5833054849228712,0.0
0.5,0.375,1.0,0.0,0.0,1.0,1.0
0.0,0.25,1.0,0.0,0.0,0.5601205897026693,0.0
0.0,0.25,0.0,1.0,0.0,0.5058392960685034,0.0
0.25,0.125,0.0,1.0,0.6000000000000001,0.7925557060789747,1.0
0.25,0.0,0.0,1.0,0.0,0.8430654934475056,1.0
0.125,0.125,0.0,1.0,0.0,0.6419699112188566,1.0
0.125,0.5,0.0,1.0,0.0,0.819119228963166,1.0
0.125,0.125,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.0,0.0,1.0,0.0,0.7287336883921705,0.0
0.0,0.25,0.0,1.0,0.0,0.5833054849228712,0.0
0.375,0.125,0.0,1.0,0.2,0.9033534448888036,1.0
0.125,0.0,0.0,1.0,0.0,0.6891997754414122,1.0
0.125,0.125,0.0,1.0,0.0,0.7162562210501103,0.0
0.125,0.25,1.0,0.0,0.0,0.8273660282559241,0.0
0.0,0.0,0.0,1.0,0.4,0.7519185836123724,0.0
0.125,0.0,0.0,1.0,0.0,0.3915074910131682,1.0
0.125,0.125,1.0,0.0,0.0,0.5058392960685034,1.0
0.125,0.125,0.0,1.0,0.0,0.6891997754414122,1.0
0.25,0.0,0.0,1.0,0.2,0.7406022510826104,1.0
0.0,0.125,0.0,1.0,0.0,0.6044716359322571,0.0
0.125,0.125,0.0,1.0,0.0,0.6587529295664228,0.0
0.5,0.0,0.0,1.0,0.4,0.8648643035425235,1.0
0.0,0.25,1.0,0.0,0.0,0.8353423914104244,0.0
0.125,0.25,0.0,1.0,0.0,0.7627317985247138,1.0
0.25,0.25,0.0,1.0,0.0,0.9149393145999462,0.0
0.125,0.125,1.0,0.0,0.2,0.9516280807158376,0.0
0.375,0.375,0.0,1.0,0.4,0.7925557060789747,1.0
0.0,0.0,0.0,1.0,0.0,0.43585853724275586,1.0
0.125,0.25,0.0,1.0,0.0,0.8430654934475056,1.0
0.25,0.0,1.0,0.0,0.0,0.6044716359322571,1.0
0.0,0.125,1.0,0.0,0.2,0.9416978333112593,0.0
0.0,0.125,0.0,1.0,0.0,0.5058392960685034,0.0
0.25,0.0,0.0,1.0,0.0,0.5058392960685034,1.0
0.0,0.125,0.0,1.0,0.4,0.8017363156597642,0.0
0.0,0.125,0.0,1.0,0.4,0.7162562210501103,0.0
0.125,0.0,0.0,1.0,0.0,0.819119228963166,0.0
0.125,0.25,0.0,1.0,0.0,0.8783820744571477,0.0
0.125,0.0,0.0,1.0,0.2,0.7627317985247138,1.0
0.25,0.0,0.0,1.0,0.0,0.7287336883921705,1.0
0.125,0.25,0.0,1.0,0.2,0.6891997754414122,1.0
0.125,0.125,0.0,1.0,0.0,0.7519185836123724,1.0
0.125,0.5,0.0,1.0,0.0,0.7162562210501103,0.0
0.25,0.25,0.0,1.0,0.0,0.7925557060789747,0.0
0.125,0.125,0.0,1.0,0.0,0.6044716359322571,0.0
0.125,0.125,0.0,1.0,0.2,0.7287336883921705,1.0
0.5,0.0,1.0,0.0,0.0,0.7730847346217582,1.0
0.125,0.25,0.0,1.0,0.2,0.6044716359322571,1.0
0.25,0.25,0.0,1.0,0.0,0.8505509234761258,1.0
0.0,0.125,0.0,1.0,0.0,0.47335681252935535,0.0
0.0,0.0,0.0,1.0,0.2,0.7406022510826104,0.0
0.0,0.125,0.0,1.0,0.0,0.7925557060789747,0.0
0.25,0.0,1.0,0.0,0.2,0.819119228963166,1.0
0.0,0.125,0.0,1.0,0.2,0.7627317985247138,1.0
0.0,0.125,0.0,1.0,0.0,0.8273660282559241,1.0
0.0,0.0,0.0,1.0,0.0,0.47335681252935535,0.0
0.25,0.5,0.0,1.0,0.0,0.7925557060789747,1.0
0.375,0.0,0.0,1.0,0.0,0.7031039757960106,1.0
0.125,0.0,0.0,1.0,0.0,0.7627317985247138,1.0
0.0,0.0,0.0,1.0,0.0,0.7519185836123724,0.0
0.5,0.25,0.0,1.0,0.0,0.7162562210501103,1.0
0.125,0.125,1.0,0.0,0.0,0.6239426073894736,0.0
0.125,0.0,0.0,1.0,0.4,0.7519185836123724,0.0
0.125,0.125,0.0,1.0,0.0,0.5601205897026693,0.0
0.125,0.0,0.0,1.0,0.0,0.6419699112188566,0.0
0.125,0.0,0.0,1.0,0.2,0.5344908771065097,1.0
0.0,0.25,0.0,1.0,0.0,0.6587529295664228,0.0
0.0,0.25,0.0,1.0,0.2,0.8783820744571477,0.0
0.375,0.125,0.0,1.0,0.0,0.7627317985247138,0.0
0.0,0.125,0.0,1.0,0.2,0.8505509234761258,0.0
0.0,0.0,0.0,1.0,0.0,0.6419699112188566,1.0
0.375,0.125,0.0,1.0,0.0,0.8430654934475056,1.0
0.0,0.125,1.0,0.0,0.0,0.5601205897026693,0.0
0.25,0.375,0.0,1.0,0.0,0.8973467870816714,0.0
0.125,0.625,0.0,1.0,0.0,0.7406022510826104,0.0
0.125,0.25,1.0,0.0,0.2,0.7519185836123724,0.0
0.125,0.125,0.0,1.0,0.0,0.8017363156597642,1.0
0.375,0.0,0.0,1.0,0.2,0.8648643035425235,1.0
0.0,0.125,0.0,1.0,0.0,0.7730847346217582,0.0
0.125,0.125,0.0,1.0,0.0,0.8273660282559241,1.0
0.0,0.125,0.0,1.0,0.4,0.9149393145999462,0.0
0.125,0.25,0.0,1.0,0.0,0.6419699112188566,0.0
0.0,0.0,1.0,0.0,0.0,0.7031039757960106,1.0
0.0,0.0,0.0,1.0,0.0,0.47335681252935535,1.0
0.125,0.125,0.0,1.0,0.0,0.9205316823018734,1.0
0.25,0.25,0.0,1.0,0.0,0.931344897214215,0.0
0.0,0.25,1.0,0.0,0.0,0.7406022510826104,0.0
0.125,0.125,0.0,1.0,0.0,0.8648643035425235,0.0
0.25,0.0,0.0,1.0,0.0,0.7519185836123724,0.0
0.25,0.125,0.0,1.0,0.0,0.8430654934475056,1.0
0.25,0.125,1.0,0.0,0.2,0.6239426073894736,1.0
0.0,0.75,1.0,0.0,0.0,0.8578128741309132,0.0
0.0,0.0,0.0,1.0,0.0,0.7287336883921705,0.0
0.0,0.0,0.0,1.0,0.0,0.6419699112188566,0.0
0.125,0.0,0.0,1.0,0.0,0.47335681252935535,1.0
0.0,0.125,0.0,1.0,0.0,0.6744523947580044,0.0
0.0,0.0,1.0,0.0,0.0,0.6744523947580044,1.0
0.125,0.25,0.0,1.0,0.0,0.8017363156597642,0.0
0.125,0.0,0.0,1.0,0.0,0.8717170744855117,1.0
0.125,0.375,0.0,1.0,0.0,0.8430654934475056,0.0
0.125,0.0,0.0,1.0,0.4,0.7031039757960106,1.0
0.625,0.25,1.0,0.0,0.0,0.8973467870816714,0.0
0.125,0.125,0.0,1.0,0.4,0.8105830099083577,0.0
0.0,0.125,0.0,1.0,0.0,0.47335681252935535,0.0
0.0,0.0,0.0,1.0,0.0,0.3915074910131682,1.0
0.125,0.125,1.0,0.0,0.0,0.7406022510826104,1.0
0.125,0.0,0.0,1.0,0.2,0.6744523947580044,0.0
0.25,0.125,0.0,1.0,0.0,0.7730847346217582,1.0
0.0,0.0,1.0,0.0,0.0,0.6891997754414122,0.0
0.125,0.375,0.0,1.0,0.0,0.7031039757960106,0.0
